customer_id,customer_name,email,registration_date,customer_type,email_valid
419,Lindsay Guerrero,jenniferrios@example.com,2024-05-12,Regular,True
420,James Johnson,matthewreeves@example.net,2025-03-09,Premium,True
421,Susan Powers,megan82@example.com,2023-11-16,Regular,True
422,David Stokes,staceylam@example.net,2023-11-07,Regular,True
423,Patrick Parker,nathan94@example.com,2026-02-19,VIP,True
424,Sean Silva,kennedyjames@example.org,2026-03-09,VIP,True
425,Edwin Brown,derrickgonzalez@example.com,2026-07-18,Regular,True
426,Victoria Thomas,kimberlyfreeman@example.net,2026-07-18,Premium,True
427,Anthony Hayes,kathleenjackson@example.org,2025-01-19,Premium,True
428,Anita Mendez,epowell@example.com,2023-08-07,VIP,True
429,Monica Dodson,katherine83@example.org,2025-08-12,Regular,True
430,Danielle Steele,larry16@example.net,2025-05-08,VIP,True
431,Rodney Evans,stephen89@example.net,2024-08-06,Premium,True
432,Whitney Cooper,mhoward@example.org,2026-06-06,Regular,True
433,Jennifer Perez,jasonjohnson@example.net,2024-02-03,VIP,True
434,Matthew Johnson,kelsey90@example.net,2026-07-27,VIP,True
435,Martha Smith,butleromar@example.net,2024-05-05,Premium,True
436,Christine Jennings,turnerdorothy@example.net,2025-02-22,VIP,True
437,Mercedes Barnes,huntchristine@example.com,2023-12-04,Premium,True
438,Craig Gonzalez,marie35@example.net,2024-10-24,Premium,True
439,Joshua Lozano,arivera@example.org,2025-08-07,Regular,True
440,Sara Caldwell,stacychan@example.org,2025-10-03,Regular,True
441,David Hall,joseph01@example.org,2026-03-17,VIP,True
442,Heather Rhodes,grodgers@example.org,2023-08-12,Premium,True
443,Matthew Murphy,rfriedman@example.net,2023-11-11,Premium,True
444,Catherine Morales,ynelson@example.net,2026-02-19,Regular,True
445,Mariah Robles,andersonjessica@example.org,2023-11-23,Regular,True
446,Karen Carroll,ywhite@example.com,2025-06-02,Premium,True
447,Sheryl Acosta,timothyfreeman@example.com,2024-11-26,Regular,True
448,Matthew Smith,tiffanysantiago@example.com,2025-02-20,VIP,True
449,Lisa Reynolds,timothyalvarado@example.net,2024-09-26,Premium,True
450,Kristin Huerta,smithsarah@example.net,2026-02-17,Regular,True
451,Sheila Jones,invalid_email,2023-09-26,VIP,False
452,Mason Powell,christianwallace@example.net,2024-12-05,Premium,True
453,Jillian Wilson,bmcgee@example.org,2024-10-17,VIP,True
454,Joshua Petersen,pamela83@example.net,2025-08-06,VIP,True
455,Heidi Brown,meganrivera@example.net,2025-05-20,Premium,True
456,Heidi Chavez,malonejeffrey@example.com,2024-08-25,VIP,True
457,Rebecca Kelley,jacqueline02@example.com,2024-01-02,Regular,True
458,Mikayla Rodriguez,jacobconrad@example.com,2024-03-25,Regular,True
459,Cheryl Morgan,owilliams@example.net,2025-05-08,Regular,True
460,Joanna Barrett,tamarasmith@example.net,2023-09-24,VIP,True
461,Sara Webb,heatherthompson@example.org,2023-11-23,Regular,True
462,Lisa Morris,mbarnes@example.net,2025-11-14,VIP,True
463,Victor Waller,iballard@example.com,2025-05-23,Regular,True
464,Kayla Cameron,jennifer83@example.org,2024-03-18,Premium,True
465,Melissa Morse,tinasantos@example.org,2025-02-04,VIP,True
466,Erica Wilson,anna99@example.net,2025-09-18,VIP,True
467,Stephanie Ferguson,hstokes@example.org,2023-08-29,Regular,True
468,Michael Gonzalez,tonyavega@example.org,2026-02-06,Premium,True
469,Elizabeth Molina,howardshaun@example.net,2026-03-10,Regular,True
470,Sharon Newton,yyoung@example.net,2024-06-12,Regular,True
471,Tammy Hughes,tammy00@example.net,2024-05-03,Premium,True
472,Priscilla Berg,rhondabush@example.net,2024-09-08,Premium,True
473,Nancy Gonzalez,kellythompson@example.net,2023-10-22,Regular,True
474,Nancy Wilson,pattersonangela@example.org,2024-01-25,Premium,True
475,Abigail Owens,billmcfarland@example.net,2023-09-26,Regular,True
476,Lisa Stanley,jtyler@example.com,2023-10-20,VIP,True
477,Kelly Krueger,hartmanerik@example.net,2025-03-12,Regular,True
478,Daniel Lewis,mark43@example.net,2025-03-05,VIP,True
479,Samantha Zavala MD,sean99@example.org,2026-06-17,Regular,True
480,Erica Moon,cruzamber@example.com,2023-08-29,Premium,True
481,Patricia Robertson,stucker@example.net,2024-02-28,VIP,True
482,Tiffany Jackson,simsjason@example.net,2025-11-26,Premium,True
483,Jessica Garcia,elucas@example.net,2025-08-22,VIP,True
484,Mitchell Johnson,brownlaura@example.net,2023-10-18,VIP,True
485,Susan Russell,bmccoy@example.com,2023-08-20,Regular,True
486,Kimberly May,avilabrenda@example.net,2026-02-16,Regular,True
487,Jonathan Roberts,catherine47@example.com,2024-10-08,Regular,True
488,Kara Ferguson,julierobles@example.net,2024-06-20,Regular,True
489,Elizabeth Eaton,susan08@example.net,2024-01-03,Premium,True
490,Kenneth Long,torreskaitlin@example.net,2024-08-12,Regular,True
491,Matthew Hunt,jackjensen@example.com,2024-03-01,Regular,True
492,Robert Phelps,enewman@example.com,2025-08-07,VIP,True
493,Craig Carpenter,michael31@example.com,2025-06-10,Premium,True
494,Emily Hayes,heather29@example.net,2024-09-04,Premium,True
495,Jeffrey Smith,kristenjoseph@example.net,2024-11-21,VIP,True
496,Brandy Quinn,wford@example.com,2025-01-16,VIP,True
497,Matthew Miller,michele28@example.org,2024-05-16,Regular,True
498,Angela Jones,atkinsoncrystal@example.net,2025-04-27,Premium,True
499,Christy Johnson,amy87@example.net,2025-11-28,Regular,True
500,Daniel Barton,dennis88@example.org,2024-10-09,VIP,True
